"sid","sinstrument","ssymbol","sexpiry_dt","tdopen","tdhigh","tdlow","tdclose","tdtimestamp","twopen","twhigh","twlow","twclose","twtimestamp","tmopen","tmhigh","tmlow","tmclose","tmtimestamp","tyopen","tyhigh","tylow","tyclose","tytimestamp","dopen","dhigh","dlow","dclose","dtimestamp","wopen","whigh","wlow","wclose","wtimestamp","mopen","mhigh","mlow","mclose","mtimestamp","yopen","yhigh","ylow","yclose","ytimestamp","slastupdatedate"
600,"EQ","DIVOPPBEES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"44.18","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"45.98","45.98","44.98","45.24","14-OCT-2022","45.98","46.49","44.02","45.24","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
601,"EQ","DIXON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4263.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4339.00","4350.00","4235.65","4249.05","14-OCT-2022","4285.00","4350.00","4214.50","4249.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
602,"EQ","DLF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"350.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"368.15","371.40","358.00","358.70","14-OCT-2022","359.00","371.40","356.50","358.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
603,"EQ","DLINKINDIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"168.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"190.00","195.75","184.15","187.65","14-OCT-2022","184.90","195.75","170.70","187.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
604,"EQ","DMART",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4240.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4398.50","4399.00","4291.15","4306.15","14-OCT-2022","4440.10","4495.00","4291.15","4306.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
605,"EQ","DODLA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"511.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"501.95","503.45","482.35","486.55","14-OCT-2022","512.00","518.90","482.35","486.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
606,"EQ","DOLATALGO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"71.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"70.70","72.10","70.00","70.25","14-OCT-2022","72.20","75.30","69.45","70.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
607,"EQ","DOLLAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"492.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"492.10","504.70","491.85","498.00","14-OCT-2022","504.00","506.45","481.15","498.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
608,"EQ","DONEAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"56.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"59.95","60.00","58.20","58.50","14-OCT-2022","57.65","63.90","55.65","58.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
609,"EQ","DPABHUSHAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"402.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"397.00","397.00","380.05","381.30","14-OCT-2022","408.00","408.00","375.00","381.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
610,"EQ","DPSCLTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"13.30","13.30","12.95","13.00","14-OCT-2022","13.05","13.55","12.85","13.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
611,"EQ","DPWIRES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"432.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"447.95","449.00","425.00","426.60","14-OCT-2022","439.90","465.35","422.60","426.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
612,"EQ","DRCSYSTEMS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
613,"EQ","DREDGECORP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"288.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"364.00","372.90","348.00","352.40","14-OCT-2022","341.00","372.90","313.55","352.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
614,"EQ","DRREDDY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4360.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4305.00","4340.00","4263.05","4310.80","14-OCT-2022","4350.00","4388.00","4215.05","4310.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
615,"EQ","DSPN50ETF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"170.32","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"173.10","175.00","173.10","174.13","14-OCT-2022","172.67","175.00","169.80","174.13","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
616,"EQ","DSPNEWETF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"199.27","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"202.89","202.89","199.10","199.49","14-OCT-2022","196.03","203.97","196.03","199.49","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
617,"EQ","DSPQ50ETF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"166.92","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"165.15","170.03","165.15","166.00","14-OCT-2022","170.98","177.90","164.91","166.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
618,"EQ","DSPSILVETF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"55.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"58.07","58.07","55.81","55.99","14-OCT-2022","59.98","60.73","55.81","55.99","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
619,"EQ","DTIL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"205.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"200.85","200.85","192.85","197.50","14-OCT-2022","207.25","208.45","192.85","197.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
620,"EQ","DUCON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"14.20","14.50","14.05","14.15","14-OCT-2022","14.00","16.35","13.50","14.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
621,"EQ","DVL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"220.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"227.00","227.00","222.30","223.25","14-OCT-2022","223.70","231.40","218.05","223.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
622,"EQ","DWARKESH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"96.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"100.70","101.30","97.55","98.20","14-OCT-2022","100.75","104.35","97.55","98.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
623,"EQ","DYCL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"139.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"165.00","165.95","157.00","160.50","14-OCT-2022","162.40","179.40","157.00","160.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
624,"EQ","DYNAMATECH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2192.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2325.25","2413.00","2300.00","2312.80","14-OCT-2022","2256.00","2413.00","2190.00","2312.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
625,"EQ","DYNPRO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"313.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"368.00","368.00","350.00","351.30","14-OCT-2022","353.00","380.40","346.95","351.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
626,"EQ","EASEMYTRIP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"373.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"394.20","398.70","386.10","388.65","14-OCT-2022","404.00","428.00","385.50","388.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
627,"EQ","EBANK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4300.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4387.99","4408.48","4224.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
628,"EQ","EBBETF0423",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1188.56","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1190.17","1191.50","1190.09","1190.26","14-OCT-2022","1190.09","1192.73","1189.75","1190.26","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
629,"EQ","EBBETF0425",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1076.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1078.49","1078.49","1076.25","1078.27","14-OCT-2022","1079.99","1081.50","1073.50","1078.27","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
630,"EQ","EBBETF0430",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1201.93","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1214.90","1214.90","1202.00","1202.97","14-OCT-2022","1216.00","1218.00","1200.25","1202.97","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
631,"EQ","EBBETF0431",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1072.38","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1070.12","1073.50","1069.53","1070.95","14-OCT-2022","1075.00","1076.95","1069.53","1070.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
632,"EQ","ECLERX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1453.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1324.95","1339.45","1299.00","1310.45","14-OCT-2022","1445.00","1446.10","1299.00","1310.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
633,"EQ","EDELWEISS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"58.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"61.10","63.10","60.50","62.05","14-OCT-2022","61.65","63.70","59.45","62.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
634,"EQ","EICHERMOT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3624.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"3544.65","3554.90","3469.80","3477.20","14-OCT-2022","3461.00","3554.95","3377.00","3477.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
635,"EQ","EIDPARRY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"578.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"620.50","622.65","611.00","614.55","14-OCT-2022","616.00","626.45","587.45","614.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
636,"EQ","EIFFL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"152.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"165.80","165.90","159.00","159.35","14-OCT-2022","164.00","168.25","155.10","159.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
637,"EQ","EIHAHOTELS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"471.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"453.00","462.00","448.50","452.70","14-OCT-2022","478.00","496.90","446.25","452.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
638,"EQ","EIHOTEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"184.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"187.00","187.95","181.05","182.25","14-OCT-2022","189.30","196.80","181.05","182.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
639,"EQ","EIMCOELECO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"367.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"364.90","366.75","360.80","360.95","14-OCT-2022","369.60","377.45","355.50","360.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
640,"EQ","EKC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"107.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"115.70","117.20","113.10","113.60","14-OCT-2022","120.60","122.90","112.75","113.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
641,"EQ","ELDEHSG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"596.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"622.00","626.75","595.75","607.10","14-OCT-2022","582.45","626.75","580.05","607.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
642,"EQ","ELECON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"333.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"337.00","339.10","326.20","329.95","14-OCT-2022","332.25","345.00","326.20","329.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
643,"EQ","ELECTCAST",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"36.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"40.45","40.75","38.85","39.10","14-OCT-2022","36.50","42.80","36.00","39.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
644,"EQ","ELECTHERM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"78.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"78.90","78.95","76.20","76.65","14-OCT-2022","80.00","81.15","76.20","76.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
645,"EQ","ELGIEQUIP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"416.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"409.70","427.50","406.00","421.95","14-OCT-2022","415.00","427.50","385.50","421.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
646,"EQ","ELGIRUBCO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"34.15","35.40","33.30","33.90","14-OCT-2022","33.00","35.40","32.80","33.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
647,"EQ","EMAMILTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"504.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"477.15","479.65","464.15","467.65","14-OCT-2022","482.10","487.70","464.15","467.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
648,"EQ","EMAMIPAP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"164.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"167.05","167.05","164.05","164.30","14-OCT-2022","166.85","173.60","162.00","164.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
649,"EQ","EMAMIREAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"78.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"78.50","79.95","75.10","75.85","14-OCT-2022","83.00","83.70","75.00","75.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
650,"EQ","EMKAY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"81.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"81.35","82.45","78.40","79.00","14-OCT-2022","85.95","86.50","78.40","79.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
651,"EQ","EMMBI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"92.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"98.85","99.25","97.00","97.10","14-OCT-2022","98.40","100.15","95.00","97.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
652,"EQ","EMUDHRA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"310.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"315.00","316.50","308.60","309.75","14-OCT-2022","310.05","316.50","305.00","309.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
653,"EQ","ENDURANCE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1428.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1350.00","1374.00","1345.55","1361.15","14-OCT-2022","1348.00","1374.60","1294.45","1361.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
654,"EQ","ENERGYDEV",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"18.45","18.45","18.00","18.10","14-OCT-2022","19.00","19.10","17.60","18.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
655,"EQ","ENGINERSIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"63.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"63.20","63.85","62.80","63.15","14-OCT-2022","64.10","64.35","62.40","63.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
656,"EQ","ENIL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"159.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"163.55","165.05","161.00","161.95","14-OCT-2022","160.50","168.35","159.30","161.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
657,"EQ","EPL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"170.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"159.50","159.60","155.00","156.60","14-OCT-2022","163.00","165.85","155.00","156.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
658,"EQ","EQUITAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"93.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"100.80","101.70","99.50","99.70","14-OCT-2022","99.50","104.50","98.50","99.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
659,"EQ","EQUITASBNK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"47.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"48.85","50.90","47.80","48.00","14-OCT-2022","50.00","51.35","47.80","48.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
660,"EQ","ERIS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"700.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"711.50","726.60","706.55","722.25","14-OCT-2022","720.20","735.95","695.55","722.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
661,"EQ","ESABINDIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3511.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"3439.90","3479.90","3364.00","3374.75","14-OCT-2022","3489.95","3529.95","3364.00","3374.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
662,"EQ","ESCORTS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2092.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2039.00","2039.65","1954.20","1965.05","14-OCT-2022","2110.00","2127.60","1954.20","1965.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
663,"EQ","ESSARSHPNG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"8.90","8.90","8.20","8.60","14-OCT-2022","9.10","9.10","8.20","8.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
664,"EQ","ESTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"158.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"173.30","175.30","169.35","170.85","14-OCT-2022","180.00","185.50","168.00","170.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
665,"EQ","ETHOSLTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"977.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"999.00","1016.00","986.95","993.85","14-OCT-2022","991.40","1025.85","962.00","993.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
